name,year,party,id
"REED, JAMES CHRISTOPHER",2004,DEM,P40003113
"REED, LARRY KEITH (VICE PRES)",2004,DEM,P00003772
"SAFRAN, ADAM MICHAEL",2004,DEM,P40002370
"SAVIOR, OLOVEUSE SCORPIO",2004,DEM,P40002321
"SHARP, CRAIG ERIC",2004,DEM,P60003936
"SHARPTON, REV ALFRED C",2004,DEM,P40002404
"SLINKER, KEITH HAROLD",2004,REP,P20001640
"STAGGS, CLYDE LEROY",2004,REP,P60003019
"STREMSKY, KENNETH SCOT",2004,REP,P40002198
"TALBOW, LEONARD DENNIS",2004,DEM,P40002677
"TAYLOR, JAMES",2004,REP,P00004184
"TOMPKINS, L A (LINN) PRES",2004,REP,P40002263
"TRAFICANT, JAMES A JR",2004,DEM,P80001779
"VICK, CHARLES GORDON DR",2004,REP,P80002793
"VITULLO, EVELYN LOUISE",2004,DEM,P00004200
"WILLIAM, BLAKLEY",2004,DEM,P40002230
"WILLIAMS, HELEN MCMULLEN DR",2004,DEM,P40002891
"WINTERBOTTOM, THOMAS FRANCIS",2004,DEM,P00003244
"WOJCIECHOWSKI, LUCIAN",2004,DEM,P40002289
"WYATT, BILL",2004,REP,P40003014
"ZYCH, THOMAS F",2004,DEM,P40002560
"AARON, LAURA DAVIS",2008,DEM,P80002926
"ALGAR, VIRGINIA",2008,REP,P80004260
"ALLEN, GEORGE",2008,REP,P80002934
"ARANJO, ROLAND",2008,DEM,P80004294
"ARNOLD, KEITH L",2008,DEM,P80005614
"ARTERBURN, MICHAEL ANDREW",2008,REP,P80003882
"ASHE, WARREN RODERICK ",2008,DEM,P00003715
"BAILEY, GEORGE BRENT JR",2008,REP,P80003957
"BALLARD, GEORGE HENRY III",2008,DEM,P40003089
"BANKS, J E WENDELL KENNEDY",2008,REP,P80004815
"BARNETT, DANIEL JAMES",2008,REP,P80002827
"BAYH, EVAN",2008,DEM,P80003296
"BEARSON, TIMOTHY LEE",2008,REP,P80005184
"BIDEN, JOSEPH R JR",2008,DEM,P80000722
"BILLINGS-ELIAS, CHRISTINA GERASIMOS",2008,DEM,P80004120
"BLAKLEY, WILLIAM",2008,DEM,P40002784
"BLYTH, JOHN DOUGLAS",2008,DEM,P80003114
"BOND, TANYA ELIZABETH DR REV",2008,DEM,P80005325
"BOXER, BARBARA",2008,DEM,P80003247
"BOYER, ROBERT EDWIN",2008,DEM,P80003965
"BRADY, RYAN JOSEPH",2008,DEM,P80003494
"BROWNBACK, SAMUEL DALE",2008,REP,P80003288
"BROWN, ROBERT PAUL JR",2008,REP,P80005002
"BUCK, EDWARD ALLAN REV",2008,REP,P80003270
"BUNCH, ALLEN MATTHEW",2008,REP,P60004769
"BURNS, WILLIAM JASON",2008,REP,P80004583
"CAESAR, PRESIDENT EMPEROR",2008,DEM,P80003221
"CAMPBELL, JOHN LEE",2008,REP,P80003981
"CAPLETTE, RAYMOND JOSEPH",2008,DEM,P20000329
"CARDENAS, TOMMY C",2008,DEM,P40000101
"CARTER, ANTHONY LUNGO",2008,REP,P80003486
"CARTER, WILLIE FELIX",2008,DEM,P80000268
"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE",2008,DEM,P00003392
"CLUNE, EAMON PATRICK",2008,REP,P80003718
"COLE, ORLIN GENTRY",2008,REP,P80005028
"CORT, HUGH DR",2008,REP,P80003726
"COX, JOHN H",2008,REP,P80002983
"CROW, RANDOLPH WILSON",2008,REP,P00003343
"CUEVAS, NICKOLAS BEVAN (FARMER)",2008,REP,P80004823
"CURRY, JERRY RALPH",2008,REP,P80005085
"DIETZ, JACK L",2008,DEM,P80003593
"DODD, CHRISTOPHER J",2008,DEM,P80003387
"EDWARDS, JOHN",2008,DEM,P40002347
"EPSTEIN, PHILIP",2008,DEM,P80003585
"ESPINOSA, GARY MR",2008,DEM,P80003858
"FELLURE, LOWELL JACKSON",2008,REP,P20000089
"FENDIG, H NEAL JR (CAP)",2008,REP,P80004807
"FLYNN, RICHARD FRANCIS",2008,DEM,P20001475
"FORRESTER, MICHAEL KEITH",2008,DEM,P80003098
"FORTHAN, BOB LEONARD",2008,REP,P80003189
"FOX, HEATHER",2008,DEM,P80004781
"FRANCIS, DANNY M",2008,DEM,P80004278
"FRANK, DORY",2008,DEM,P80004195
"FURNISS, DAVID ERNST",2008,REP,P80004088
"GEISLER, ANNE HART",2008,REP,P80004286
"GIANNIBICEGO, HOA TRAN",2008,REP,P80005226
"GIBSON, ROBERT ANTHONY (RAM ROD)",2008,DEM,P40003212
"GILBERT, DANIEL AYERS",2008,REP,P80004013
"GILLEN, DONALD ROBERT",2008,DEM,P80004864
"GILMORE, JAMES S III",2008,REP,P80003379
"GINGRICH, NEWT",2008,REP,P60003654
"GITTELSON, EDWARD L",2008,DEM,P80003106
"GIULIANI, RUDOLPH W",2008,REP,P00003251
"GODWIN, WRENDO JOHNSON P",2008,DEM,P80004138
"GREEN, RAY FERRILL",2008,REP,P80001506
"GREENSPON, JON ADAM",2008,REP,P80004351
"HANKINS, GERALD LAMAR MR",2008,DEM,P00004135
"HARDY, AMANDA LOU",2008,DEM,P40002339
"HAYES, MICHAEL STANLEY",2008,DEM,P80003072
"HAYWARD, CURTIS",2008,REP,P80002959
"HENRY, JOHN ROBERT",2008,DEM,P80001456
"HEWES, HENRY",2008,DEM,P80004765
"HONEYCHURCH, JOE",2008,REP,P80003346
"HOWARD, ALBERT",2008,REP,P80004617
"HOWARD, MILDRED (MILLIE)",2008,REP,P20000550
"HUCKABEE, MIKE",2008,REP,P80003478
"HUGHES, WILLIAM C",2008,DEM,P80003536
"HUNTER, D R",2008,DEM,P80004831
"HUNTER, DUNCAN",2008,REP,P80003395
"HUTTON, ALEXANDER MICHAEL",2008,REP,P80003775
"IMPERATO, DANIEL J",2008,REP,P80002975
"JACKSON, MICHAEL JOESEPH MR",2008,REP,P00003707
"JOHNSON, JERRY ROLAND",2008,REP,P80004179
"JONES, ALFONZO",2008,DEM,P00004358
"JONES, ARNOLD MATTHEW",2008,DEM,P80002876
"JUDD, KEITH RUSSELL",2008,DEM,P60003530
"KALEMKARIAN, TIMOTHY CHARLES",2008,REP,P60003175
"KEITH GALLAGHER, ANTHONY",2008,REP,P80003049
"KENNEDY, JOHN JOSEPH",2008,DEM,P40003519
"KLEIN, MARK IRWIN",2008,REP,P80004161
"KOK, PHILIP ANTHONY",2008,REP,P80003627
"KOTTO, YAPHET",2008,REP,P80003700
"KRUEGER, KARL EVERETT",2008,DEM,P80003213
"KUCINICH, DENNIS J",2008,DEM,P40002545
"LAMAGNA, DAL",2008,DEM,P80004039
"LEE, MONROE",2008,REP,P80003734
"LINCOLN, BLANCHE",2008,DEM,P80002835
"LINK, ALDEN",2008,REP,P80003445
"LLOYD-DUFFIE, ELVENA E",2008,REP,P60003555
"LYNCH, FRANK",2008,REP,P80004567
"MACMILLAN, STEPHEN D",2008,REP,P80004062
"MALONE, YEHANNA JOAN M M",2008,REP,P00003814
"MARTIN, GREGORY BRYAN",2008,REP,P80004732
"MARTISKO, MIKE BENJAMIN",2008,REP,P00003756
"MASON, JOHN CHRISTOPHER DR DO (RET)",2008,DEM,P40003253
"MCCAIN, JOHN S.",2008,REP,P80002801
"MCCASKILL, CLAIRE (VP)",2008,DEM,P80005721
"MCFOY, ORLEANS VICTOR",2008,DEM,P80003940
"MCKINNEY, RAYMOND LOUIS",2008,REP,P80004203
"MEADOWS, SHERRY A",2008,DEM,P80003031
"MELTON, GLENN HARLAN",2008,REP,P40003436
"MESSIAH, (FREDDY IRWIN SITNICK)",2008,REP,P80000730
"MICHAEL, PRINCE",2008,REP,P80004757
"MIRABELLA, STEVEN EDWARD",2008,REP,P80004658
"MITCHELL, JAMES CREIGHTON JR",2008,REP,P80003635
"MOHAMED, SAL",2008,DEM,P80003197
"MOORE, BRIAN PATRICK",2008,DEM,P80005275
"MOREAU, ROBERT EDWARD",2008,REP,P00003327
"MORROW, JOSEPH UNDERWOOD",2008,REP,P00004325
"MUHAMMAD, ABDUL (KAREEM)",2008,REP,P80004229
"MUHAMMED, JESUS BILAL ISLAM ALLAH",2008,REP,P80004070
"MULLINS, GROVER CLEVELAND JR",2008,DEM,P80003767
"NETHKEN, FRANK",2008,REP,P80004609
"OBAMA, BARACK / JOSEPH R. BIDEN",2008,DEM,P80003338
"OGIN, FREDERICK EUGENE",2008,DEM,P40000382
"PAUL, RON",2008,REP,P80000748
"PRATTAS, JAMES ",2008,REP,P00003236
"RAILEY, CHARLES GLEN",2008,REP,P80004419
"RAVEN, WILLIAM NATHANIEL",2008,REP,P60003456
"REED, LARRY KEITH (VICE PRES)",2008,DEM,P00003772
"RICHARDSON, BILL",2008,DEM,P80003411
"RICHMOND, PAUL",2008,DEM,P80005648
"ROMNEY, MITT / PAUL D. RYAN",2008,REP,P80003353
"SANDERS, COLONEL LAUNEIL",2008,REP,P80004310
"SANDERS, MARSHALL SAMUEL",2008,REP,P80002942
"SAWYER, JOHN W III",2008,DEM,P80004542
"SCAFF, BARBARA ANN",2008,DEM,P80003601
"SCOTT, CLINTONA MARLENE",2008,DEM,P80005259
"SEGAL, MARY ANN TOMKINS MD",2008,DEM,P20000659
"SHARKEY, JONATHON THE IMPALER",2008,REP,P80002884
"SHAW, MICHAEL PAUL",2008,REP,P80005150
"SHELDON, SCOTT J",2008,DEM,P80003676
"SHEPARD, JACK EDWARD",2008,DEM,P80004021
"SMITH, MICHAEL CHARLES",2008,REP,P80003007
"SMITH, RICHARD MICHAEL",2008,REP,P80003015
"SPRANKLE, KEITH ROBERT",2008,REP,P80004302
"STAGGS, CLYDE LEROY",2008,REP,P60003019
"STAND, ELM W",2008,DEM,P80005317
"STEVENSON, JOHNS WALLACE",2008,REP,P80002918
"TANCREDO, THOMAS GERALD",2008,REP,P80003429
"THOMAS, JEFFREY C MD",2008,DEM,P80004245
"THOMPSON, FRED DALTON",2008,REP,P00003186
"THOMPSON, TOMMY G",2008,REP,P60003795
"TOMPKINS, L A (LINN) PRES",2008,REP,P40002263
"TUCKER, JOSEPH HOWARD",2008,REP,P80004955
"TURNER, JOE",2008,REP,P40003238
"VAUGHN, CORROGAN R",2008,REP,P80004237
"VICK, CHARLES GORDON DR",2008,REP,P80002793
"VILSACK, THOMAS J",2008,DEM,P80003262
"VINTINNER, TONY W",2008,DEM,P80003254
"WARNER, MARK",2008,DEM,P80003023
"WILES, VIRGIL L R",2008,REP,P80004435
"WILLIAMS, GEORGE WASHINGTON",2008,DEM,P80005242
"WILSON, D WAYNE",2008,REP,P80004914
"WOJCIECHOWSKI, LUCIAN",2008,DEM,P40002289
"WOLIN, MARC",2008,REP,P80004393
"WRIGHT, JAMES",2008,DEM,P80004591
"WUENSCHE, VERNON EDGAR",2008,REP,P80003817
"YOUNG, RUBIN",2008,DEM,P60004132
"ZARWELL, EUGENE ROBERT",2008,REP,P80004633
"ADESHINA, YINKA ABOSEDE",2012,REP,P60004793
"ARAGON, DAVID G",2012,REP,P20002374
"ASHE, WARREN RODERICK ",2012,DEM,P00003715
"BACHMANN, MICHELE",2012,REP,P20002978
"BAILEY, GEORGE BRENT JR",2012,REP,P80003957
"BALLARD, GEORGE HENRY III",2012,DEM,P20002150
"BANKS, J E WENDELL KENNEDY",2012,REP,P80004815
"BAREA, JEFFREY",2012,REP,P20002689
"BEJGER, DANIEL J",2012,REP,P20004008
"BELLOWS, MICHAEL FRED",2012,DEM,P20003943
"BERNARD, EMIL I",2012,REP,P20004305
"BLACK, ANGELA",2012,REP,P20003505
"BLAKLEY, WILLIAM",2012,DEM,P40002784
"BLANKENSHIP, JARED",2012,REP,P20002598
"BLISS, RUSSELL P JR (RUSTY)",2012,REP,P20002028
"BLYTH, JOHN DOUGLAS",2012,DEM,P80003114
"BROWN, ROBERT PAUL JR",2012,REP,P80005002
"BRUZZESI, THOMAS J",2012,REP,P20002788
"CAESAR, PRESIDENT EMPEROR",2012,DEM,P80003221
"CAIN, HERMAN",2012,REP,P00003608
"CALLAHAN, MARK ALLEN",2012,REP,P20002762
"CARROLL, JAMES ALAN",2012,REP,P20002549
"CARROLL, JAMES J",2012,DEM,P20004545
"CARTER, WILLIE FELIX",2012,DEM,P80000268
"CISNEROS, CESAR",2012,REP,P20002390
"COLEMAN, PERRY DUWHILE",2012,DEM,P20002754
"COOPER, GEORGE",2012,REP,P20002069
"CRONIN, ANTHONY JOSEPH JR",2012,DEM,P20005070
"CROW, RANDOLPH WILSON",2012,REP,P00003343
"CUEVAS, NICKOLAS BEVAN (FARMER)",2012,REP,P80004823
"DAVIS, L JOHN JR",2012,REP,P20002325
"DAY, TIM (TEXAS SLIM)",2012,DEM,P20002929
"DIAMOND, ZUBI",2012,REP,P20004016
"DRAKE, PATRICK ANTHONY",2012,REP,P20002309
"DRUMMOND, KEITH",2012,REP,P20003430
"DUMMETT, JOHN ALBERT JR",2012,REP,P20002499
"DUNSMOOR, DARREN LLOYD",2012,DEM,P20004115
"ELY, BOB (ROBERT MOULTON-ELY)",2012,DEM,P20004347
"ENNIS, CRAIG EDWARD",2012,REP,P20003018
"FELLURE, LOWELL JACKSON",2012,REP,P20000089
"FORD, LARRY ROBERT",2012,REP,P20003687
"FORTHAN, BOB LEONARD",2012,REP,P80003189
"GATES, KENNETH",2012,REP,P20002259
"GIDNER, BRUCE ALLEN",2012,REP,P40002040
"GILBERT, JONATHAN MICHAEL",2012,REP,P20003455
"GINGRICH, NEWT",2012,REP,P60003654
"GODWIN, MILLS WRENAL",2012,DEM,P20001954
"GOLDBERG, LOWELL S",2012,DEM,P20003935
"GOULD, JOSEPH MACK",2012,REP,P20003893
"GREENE, ROBERT ALLAN",2012,DEM,P20004396
"GREENSPON, JON ADAM",2012,REP,P80004351
"HARDCASTLE, PATRICE ELOISE",2012,DEM,P60003027
"HARRIS, JEFFREY NICHOLAS",2012,REP,P20002887
"HARRIS, RICHARD FRANCIS",2012,REP,P20003570
"HAYDEN, JAMES A",2012,REP,P20004289
"HAYWOOD, JOHN DAVIS",2012,DEM,P20003885
"HEARD JR, HAROLD C",2012,REP,P10000016
"HERMAN, RAPHAEL",2012,DEM,P20002184
"HILL, CHRISTOPHER V",2012,REP,P20002838
"HOCKENSMITH, BRIAN KEITH",2012,REP,P20003026
"HUNT, EUGENE ROSELL JR",2012,REP,P20002861
"HUNT, JAMES WILLIAM",2012,REP,P20002473
"HUNTSMAN, JON",2012,REP,P20003067
"JIMENEZ, GABRIEL ALEXANDER",2012,REP,P20002242
"JONES, RICKEY KENNETH",2012,REP,P20002366
"JORDAN, ROBERT",2012,DEM,P20003349
"JUDD, KEITH RUSSELL",2012,DEM,P60003530
"JUDY, CODY ROBERT",2012,DEM,P20003372
"KALEMKARIAN, TIMOTHY CHARLES",2012,REP,P60003175
"KARGER, FRED",2012,REP,P20002564
"KENNY, MICHAEL GERARD FRANCIS",2012,REP,P20003380
"KIMBER, THOMAS D ""TOM""",2012,REP,P20004453
"KLINE, RICHARD  ALLEN CGR",2012,REP,P20002044
"KNILL, DENNIS JEROME",2012,REP,P20002218
"KOCH, JAMES",2012,REP,P20002275
"KOK, PHILIP ANTHONY",2012,REP,P80003627
"LANSER, JERRY",2012,REP,P20003240
"LAPORTE, DANY",2012,DEM,P20002291
"LAROCK, ROBERT WILLIAM",2012,REP,P20003125
"LAWMAN, JEFF",2012,REP,P20003810
"LAX MILLER, LORETTA",2012,DEM,P20003042
"LEE, JOHN A",2012,REP,P20004644
"LEE, JOHN H",2012,REP,P20004156
"LEVETIN, MARK",2012,DEM,P20002606
"LOPEZ, AURORA",2012,REP,P20003612
"LOWRY, ROBERT F",2012,REP,P20003919
"LYNCH, FRANK",2012,REP,P80004567
"LYNCH, THOMAS EDWARD",2012,REP,P20003059
"MACLERAN, THOMAS GREGORY",2012,REP,P20003463
"MAGEE, ERIN KENT",2012,REP,P20002648
"MALONE, YEHANNA JOAN M M",2012,REP,P00003814
"MANLEY, MICHAEL J",2012,REP,P20002432
"MARTIN, ANDY",2012,REP,P00003731
"MARTINEZ, ALEXANDER HUGO",2012,REP,P20003794
"MARTIN, GREGORY BRYAN",2012,REP,P80004732
"MARTIN, GURLEY L",2012,REP,P20002622
"MARTISKO, MIKE BENJAMIN",2012,REP,P00003756
"MAYERS, R BENEDICT",2012,REP,P20003323
"MCCOTTER, THADDEUS G",2012,REP,P20003109
"MCMILLAN, JIMMY (AKA) JAMES ",2012,REP,P60003290
"MILLER, THOMAS JOSEPH",2012,REP,P20001947
"MOATS, STEVE KENT",2012,REP,P20003299
"MOLONEY, MICHAEL J",2012,DEM,P20002846
"MONTGOMERY, DAVID WAYNE",2012,DEM,P20003034
"MOORE, ROY",2012,REP,P20002820
"MOORE, TIMOTHY JAY",2012,REP,P20004255
"MORROW, JOSEPH UNDERWOOD",2012,REP,P00004325
"MOSLER, WARREN BRUCE BRUCE",2012,DEM,P20001939
"NEUENSCHWANDER, STEVEN KAY",2012,REP,P20002093
"NEY, JENNIFER LEE ANN",2012,DEM,P20004487
"NICHOLS, ROGER EUGENE",2012,REP,P20002655
"OBAMA, BARACK / JOSEPH R. BIDEN",2012,DEM,P80003338
"OGIN, FREDERICK EUGENE",2012,DEM,P40000382
"OGLE, JAMES ORLANDO III",2012,DEM,P60004322
"PAUL, RON",2012,REP,P80000748
